ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
284,Club Milwaukee Baths, (rear entrance),704 A. W. Wisconsin Ave.,Milwaukee,(*),Baths,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
285,Factory,(some B),158 N. Broadway,Milwaukee,"(YC),(D),(HIP),(B),(*)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 8:31pm
286, Finlandia Health Spa,,707 E. Knapp,Milwaukee,,Baths,1976,,,,3/25/2020 3:49pm,3/25/2020 8:31pm
287,Gallery,(some G),219 S. 2nd St.,Milwaukee,"(M),(G),(D)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
288,Leaded Shade,,157 S. 1st St.,Milwaukee,"(G),(D),(R),(PT),(*)","Restaurant,Bars/Clubs",1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
290,M.C.C.,,2024 W. Highland Ave,Milwaukee,,Church,1976,,,,3/25/2020 3:49pm,3/25/2020 8:34pm
291,Martin's,,1800 North Arlington Place,Milwaukee,,Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
292,Mint,,422 W. State St.,Milwaukee,"(OC),(RT),(B),(D),(SM)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
293,Rhubarb Book Store,,1618 W. Wells St.,Milwaukee,,Book Store,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
294,River Queen,(Unisex),402 N. Water St.,Milwaukee,"(HIP),(YC),(D),(*)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
295,Swittel's,,1187 N. 68th St.,Milwaukee,"(M),(OC),(WE)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
296,Ten Hundred East,,1000 E. North St.,Milwaukee,(D),Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
297,This is it,,418 E. Wells St.,Milwaukee,"(*),(D)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
298,Wreck Room,(some W-SM),266 E. Erie St.,Milwaukee,"(*),(SM),(W),(D),(PT),(YC)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
299,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
312,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,,"Hotels,Bars/Clubs",1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
313,Gus',,2201 Mead,Racine,,Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
314,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
316,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
317,Douglas Tavern,,318 Tower Ave,Superior,(*),Bars/Clubs,1976,,,,3/25/2020 3:49pm,3/25/2020 7:55pm
319,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
321,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
322,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
323,Shack,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
325,Pirate Ship, (Late at night),116 N. Fairchild,Madison,(*),Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
326,Stop Lite,,302 E. Wilson,Madison,"(M),(G),(RT)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 9:27pm
329,Antlers Hotel,"(For years there have been rumors of the Antler's demise, but it is still there. Action is on the top floor)",616 N. 2nd St.,Milwaukee,"(M),(RT),(H)",Hotels,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
330,Ball Game,,196 S. 2nd St.,Milwaukee,"(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
331,Beer Garden,,3743 W. Vliet,Milwaukee,"(D),(G)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
332,Dionysus,,183 S. 2nd St.,Milwaukee,"(M),(G),(D)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
333,Factory,,158 N. Broadway,Milwaukee,"(YC),(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
334, Finlandia Health Spa,,707 E. Knapp,Milwaukee,(*),Baths,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
336,Leaded Shade,,157 S. 1st St.,Milwaukee,"(R),(D),(*)","Restaurant,Bars/Clubs",1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
337,Lost & Found,,625 E. St. Paul,Milwaukee,"(R),(D),(HIP),(YC)","Restaurant,Bars/Clubs",1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
338,Marquee,,158 N. Broadway,Milwaukee,"(D),(S),(B),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
339,M.C.C.,,2024 W. Highland Ave,Milwaukee,,Church,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
340,Mint,,422 W. State St.,Milwaukee,"(RT),(D)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
341,Rhubarb Book Store,,1618 W. Wells St.,Milwaukee,,Book Store,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
342,River Queen,(Unisex),402 N. Water St.,Milwaukee,"(HIP),(YC),(M),(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
343,Swittel's,(weekends only),1187 N. 68th St.,Milwaukee,(M),Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
344,Ten Hundred East,,1000 E. North St.,Milwaukee,(D),Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
345,This is it,,418 E. Wells St.,Milwaukee,"(*),(D)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
346,Wreck Room,(some SM),266 E. Erie St.,Milwaukee,"(W),(YC),(SM),(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
347,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
360,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
362,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
365,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
366,Main Nite Club,,1809 N. 3rd St.,Superior,"(M),(RT)",Bars/Clubs,1975,,,,3/25/2020 3:49pm,3/25/2020 8:56pm
368,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1974,,,,3/25/2020 3:49pm,3/25/2020 9:15pm
370,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
371,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
372,Spanish Eyes,,1031 W. Main,Green Bay,,Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
373,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
374,Shack,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
376,Kollege Klub,,529 N. Lake,Madison,"(M),(YC)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
377,Pirate Ship, (not till after cocktail hour),116 N. Fairchild,Madison,(*),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
378,Stop Lite,,302 E. Wilson,Madison,"(M),(G),(RT)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
381,Antlers Hotel,(top floors),616 N. 2nd St.,Milwaukee,"(RT),(H)",Hotels,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
382,Beer Garden,,3743 W. Vliet,Milwaukee,(D),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
383,Carrie's ,,181 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
384,Cove,,157 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
385, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
387,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,(M),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
388,Metropolitan Community College,,2024 W. Highland Ave,Milwaukee,M.C.C.,Church,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
389,Michelle's 546 Club,,546 N. 5th,Milwaukee,"(D),(*)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
390,Mint,,422 W. State St.,Milwaukee,(RT),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
391,New Jamie's,,196 S. 2nd St.,Milwaukee,"(B),(D)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
392,Raimie's Adult Books,,730 N. 2nd St.,Milwaukee,,Book Store,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
393,Rhubarb Book Store,,1618 W. Wells St.,Milwaukee,,Book Store,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
395,Riviera,,183 S. 2nd St.,Milwaukee,"(S),(D)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:42pm
396,Seaway Inn,,173 S. 2nd St,Milwaukee,"(R),(C),(AH)","Restaurant,Hotels",1974,,,,3/25/2020 3:49pm,3/25/2020 10:42pm
397,Ten Hundred East,,1000 E. North St.,Milwaukee,(D),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
398,This is it,,418 E. Wells St.,Milwaukee,"(*),(D)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
399,Wreck Room,,266 E. Erie St.,Milwaukee,"(D),(SM),(*)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
404,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
406,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
408,Lydia's,,901 S. Memorial Dr.,Racine,,Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
410,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
411,Main Nite Club,,1809 N. 3rd St.,Superior,"(M),(RT)",Bars/Clubs,1974,,,,3/25/2020 3:49pm,3/25/2020 10:18pm
413,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1973,,,,3/25/2020 3:49pm,3/25/2020 10:24pm
415,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
416,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
417,Spanish Eyes,,1031 W. Main,Green Bay,,Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
418,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
419,Lydia's Tavern,(This popular spot was destroyed by fire. At present it is uncertain whether or not it will re-open),10936 Sheridan Rd.,Kenosha,,Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
420,Kollege Klub,,529 N. Lake,Madison,"(M),(YC)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
421,Pirate Ship, (not till after cocktail hour),116 N. Fairchild,Madison,(*),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
423,Beer Garden,,3743 W. Vliet,Milwaukee,,Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
424,Castaway South,,196 S. 2nd St.,Milwaukee,(D),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
425, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
426,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,(M),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
427,Knight Owl,(after hours) (Opens 10 pm-closed Monday),173 S. 2nd St ,Milwaukee,"(R),(C),(*)",Restaurant,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
428,Marie's Get Involved Lounge,,1801 N. 12th St.,Milwaukee,(B),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
429,Metropolitan Community College,,2024 W. Highland Ave,Milwaukee,M.C.C.,Church,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
430,Mickey's Cove,,157 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
431,Mint,,422 W. State St.,Milwaukee,(RT),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
432,Nite Beat,(Closed Mondays),183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
433,River Queen,,402 N. Water St.,Milwaukee,"(YC),(D),(*)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
434,Rooster,,181 S. 2nd St.,Milwaukee,(D),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 1:14am
436,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
438,Ten Hundred ,,1000 E. North St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
439,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
443,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
445,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
447,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
448,Main Nite Club,(Bitchy bar maid (?)-May not serve strangers),1809 N. 3rd St.,Superior,"(M),(RT)",Bars/Clubs,1973,,,,3/25/2020 3:49pm,3/26/2020 12:55am
450,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1972,,,,3/25/2020 3:49pm,3/26/2020 1:09am
451,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
452,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
453,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
454,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
455,Lydia's Tavern,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
456,Pirate Ship,,116 N. Fairchild,Madison,"(*),(YC)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
457,Six-O-Two Club,,602 University Ave.,Madison,"(M),(RT)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
458,Stop Lite,,302 E. Wilson,Madison,(M),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
459,Antlers Hotel,(top floors),616 N. 2nd St.,Milwaukee,(H),Hotels,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
461,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
462, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
463,Grand Prix,(On again-off again-but ok on last visit),144 E. Juneau St.,Milwaukee,,Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
464,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,,Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
465,Mint Bar,,422 W. State St.,Milwaukee,,Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
466,New York Lounge ,,605 N. 5th St.,Milwaukee,(M),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
467,Nite Beat,(Closed Mondays),183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
468,Rooster,,181 S. 2nd St.,Milwaukee,(D),Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
470,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
471,Ten Hundred ,,1000 E. North St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
472,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
476,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
477,Jodee's,,2139 Racine,Racine,,Bars/Clubs,1972,,,,3/25/2020 3:49pm,3/26/2020 1:20am
480,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1971,,,,3/25/2020 3:49pm,3/26/2020 1:21am
482,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
483,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
484,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
485,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
486,Lydia's Tavern,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
487,Clinique,,110 N. Hamilton,Madison,"(YC),(M)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
488,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
489,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
490,Velvet Swing,,317 W. Gorham,Madison,"(YC),(M),(*)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
491,Antlers Hotel,,616 N. 2nd St.,Milwaukee,"(H),(*)",Hotels,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
492,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(M),"Business,Hotels",1971,,,,3/25/2020 3:49pm,3/26/2020 2:30am
493,Buckskin Inn,,435 W. Michigan,Milwaukee,(M),Hotels,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
494,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
495, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
496,Gayspot Tavern,,1438 W. Arthur Ave.,Milwaukee,,Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
497,Grand Prix,(G.P.),144 E. Juneau St.,Milwaukee,"(*),(G),(P)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
498,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,,Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
499,Loop Cafe,(after hours),603 N. 5th St.,Milwaukee,"(YC),(C)",Business,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
500,Mint Bar,(Angelo's),422 W. State St.,Milwaukee,,Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
501,Nite Beat,,183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
502,Rooster,,181 S. 2nd St.,Milwaukee,,Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
503,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
504,Ten Hundred ,,1000 E. North St.,Milwaukee,"(PE),(*)",Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
505,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
506,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1971,,,,3/25/2020 3:49pm,3/26/2020 1:37am
509,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
511,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
512,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
513,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
514,Clinique,,110 N. Hamilton,Madison,"(YC),(M)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
515,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
516,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
517,Velvet Swing,,317 W. Gorham,Madison,"(YC),(M),(*)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
518,Alex's,(downstairs by Greyhound bus depot) ,644 N. 7th St.,Milwaukee,(M),Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
519,Antlers Hotel,,616 N. 2nd St.,Milwaukee,"(H),(*)",Hotels,1970,,,,3/25/2020 3:49pm,3/26/2020 1:53am
520,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(M),"Business,Hotels",1970,,,,3/25/2020 3:49pm,3/26/2020 1:58am
521,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
522,French Quarter,,196 S. 2nd St.,Milwaukee,"(YC),(D),(*)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
523,Grand Prix,(G.P.),144 E. Juneau St.,Milwaukee,"(*),(G),(P)",Bars/Clubs,1970,,,,3/25/2020 3:49pm,3/26/2020 1:50am
524,Loop Cafe,(after hours),603 N. 5th St.,Milwaukee,"(YC),(C)",Business,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
525,Mint Bar,(Angelo's),422 W. State St.,Milwaukee,,Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
526,Nite Beat,,183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
527,Prologue,(cocktail hour),2690 S. 9th St.,Milwaukee,"(R),(PE)",Restaurant,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
528,Prologue East,,1962 N. Prospect,Milwaukee,"(R),(PE)",Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
529,Regency East,,1758 N. Water St.,Milwaukee,"(YC),(*)",Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
530,Royal Hotel Bar,,435 W. Michigan,Milwaukee,(M),"Bars/Clubs,Hotels",1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
531,Seaway's,,744 N. Jefferson,Milwaukee,(C),Restaurant,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
532,Ten Hundred East,,1000 E. North St.,Milwaukee,(PE),Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
533,Your Place,,813 S. 1st St.,Milwaukee,(*),Bars/Clubs,1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
534,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1970,,,,3/25/2020 3:50pm,3/26/2020 1:50am
536,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",1969,,,,3/25/2020 3:50pm,3/26/2020 1:55am
537,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
538,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
539,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
540,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
