ID,Title,description,streetaddress,state,amenityfeatures,Type,city,unclearaddress,Year,uncleartype,notes,dateadded,lastmodified
230,Venus Book Store,,4715 W. Glendale,AZ,,Book Store,Glendale,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
232,Barney's Book Store,,1321 E. McDowell,AZ,(M),Book Store,Phoenix,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
233,Book Cellar,,2103 W.  Camelback Rd.,AZ,,Book Store,Phoenix,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
248,Pleasure Palace Book Store,,15211 East Van Buren,AZ,,Book Store,Phoenix,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
256,Shack Book Store,,3024 N. Scottsdale Dr.,AZ,(M),Book Store,Scottsdale,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
259,Back Door Book Store,,3309 E. Michigan,AZ,,Book Store,Tucson,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
265,Little Caesar's Book Store,"(""wild back room"") ",2500 N. Miracle Mile,AZ,,Book Store,Tucson,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
285,Venus Book Store,,4715 W. Glendale,AZ,,Book Store,Glendale,,1976,,,4/20/2020 10:23pm,7/27/2020 1:17pm
286,Barney's Book Store,,1321 E. McDowell,AZ,(M),Book Store,Phoenix,,1976,,,4/20/2020 10:23pm,7/27/2020 1:17pm
299,Paris Arizona Book store ,,315 E. Washington,AZ,(M),Book Store,Phoenix,,1976,,,4/20/2020 10:23pm,7/27/2020 1:17pm
308,Shack Book Store,,3024 N. Scottsdale Dr.,AZ,(M),Book Store,Scottsdale,,1976,,,4/20/2020 10:23pm,7/27/2020 1:17pm
338,Paris Arizona Book store ,,315 E. Washington,AZ,,Book Store,Phoenix,,1975,,,4/20/2020 10:24pm,7/27/2020 1:17pm
3,Venus Book Store,(Cruisy),4715 W. Glendale,AZ,(*),"Book Store,Cruising Areas",Glendale,,1980,,,4/20/2020 12:46am,7/27/2020 1:17pm
81,Venus Book Store,(Cruisy),4715 W. Glendale,AZ,(*),"Book Store,Cruising Areas",Glendale,,1979,,,4/20/2020 12:47am,7/27/2020 1:17pm
158,Venus Book Store,(Cruisy),4715 W. Glendale,AZ,(*),"Book Store,Cruising Areas",Glendale,,1978,,,4/20/2020 9:18pm,7/27/2020 1:17pm
252,Uncle Ted's Bookstore,(Cruisy),1800 E. McDowell Rd.,AZ,(*),"Book Store,Cruising Areas",Phoenix,,1977,,,4/20/2020 10:23pm,7/27/2020 1:17pm
32,Wherehouse Theatre,,1832 Grand Ave,AZ,,Theatre,Phoenix,,1980,,,4/20/2020 12:47am,7/27/2020 1:17pm
