ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Year
229,Bunk House,(Looking up),4519 Santa Monica Blvd.,Los Angeles ,CA,"(W) - Western or coyboy types,(PT) - Pool Table",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1309,Bunk House ,,4519 Santa Monica ,Los Angeles ,CA,"(W) - Western or coyboy types,(PT) - Pool Table",Bars/Clubs,,,,1/28/2020 2:12am,2/25/2020 11:56am,1980
234,Bunkhouse,(Baths),88 Washburn,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""","Hotel,Baths",,,,2/12/2020 12:14pm,2/26/2020 11:11am,1975
487,Bunkhouse,(Sauna) ,38 Washburn,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
513,Bunkhouse,,38 Washburn ,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
503,Bunkhouse,,38 Washburn,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1613,Bunkhouse,,38 Washburn,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/3/2020 5:43am,2/25/2020 11:56am,1980
428,Bunkhouse ,(Baths) ,88 Washburn,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""","Baths,Hotels",,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
302,Buoy Shed,,16595 Pacific Coast Hwy.,Sunset Beach,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/14/2020 12:20am,2/25/2020 10:53am,1971
28,Buoy Shed,,16595 Pacific Coast Hwy.,Sunset Beach,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
523,Buoy Shed,(also (C) after hours),16595 Pacific Coast Hwy.,Sunset Beach,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/17/2020 4:35pm,2/25/2020 11:41am,1973
342,Buoy Shed,Also (C) after hours,16595 Pacific Coast Hwy,Sunset Beach,CA,"""(C) - Coffee, soft drinks and sometimes snacks.""",Bars/Clubs,,,,7/24/2019 1:55pm,7/24/2019 1:58pm,1974
514,Burton's,,2223 Market St.,San Francisco,CA,,Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
504,Burton's,,2223 Market St.,San Francisco,CA,,Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
488,Burton's ,(Looks promising) ,2223 Market ,San Francisco,CA,,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
1614,Burton's ,,2223 Market St.,San Francisco,CA,(*) - Very popular,Restaurant,,,,2/3/2020 5:43am,2/25/2020 11:56am,1980
1255,Butch Gardens,(Silver Lake),3037 W. Sunset Blvd.,Silver Lake,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/23/2020 5:59pm,2/23/2020 6:47pm,1975
158,Butch Gardens,,3037 W. Sunset Blvd.,Los Angeles ,CA,,Bars/Clubs,,,,7/23/2019 5:07pm,7/23/2019 6:15pm,1974
235,Butcher Shop,,2348 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/12/2020 12:14pm,2/26/2020 11:11am,1975
389,Butcher Shop,,2348 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
,Butcher Shop,,2348 Polk St,San Francisco,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,,,,,,1974
515,Butcher Shop,,2348 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
505,Butcher Shop,,2348 Polk. St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1615,Butcher Shop,,2348 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/3/2020 5:44am,2/25/2020 11:56am,1980
429,Butcher Shop ,,2348 Polks St. ,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
489,Butcher Shop ,,2348 Polk Street ,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
516,Buzzby's,(Disco),1436 Polk St.,San Francisco,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
506,Buzzby's,(Disco) ,1436 Polk St.,San Francisco,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
236,Buzzby's ,,1436 Polk St.,San Francisco,CA,"(D) - Dancing,(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,,,,2/12/2020 12:14pm,2/26/2020 11:11am,1975
430,Buzzby's ,,1436 Polk St. ,San Francisco,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
490,Buzzby's ,(Disco) (admission) ,1436 Polk ,San Francisco,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
1616,Buzzby's ,(Disco),1436 Polk St.,San Francisco,CA,"(*) - Very popular,(D) - Dancing",Bars/Clubs,,,,2/3/2020 5:44am,2/25/2020 11:56am,1980
54,By The Sea ,,475 N. Coast Hwy. ,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
1139,By the Sea Motel,,475 N. Coast Hwy.,Laguna Beach,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotel,,,,2/10/2020 1:58pm,2/10/2020 2:03pm,1975
47,By the Sea Motel,,475 N. Coast Hwy.,Laguna Beach ,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
39,By the Sea Motel,,475 N. Coast Hwy.,Laguna Beach ,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,7/22/2019 4:24pm,7/22/2019 11:29pm,1974
74,C.C. Rider's,,2129 Long Beach Boulevard,Long Beach,CA,"(W) - Western or coyboy types,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,1/25/2020 2:01pm,2/25/2020 11:47am,1977
86,C.C. Rider's,(May be changing name & image),2129 Long Beach Blvd.,Long Beach,CA,,Bars/Clubs,,checked,,1/26/2020 7:16pm,2/25/2020 11:51am,1978
206,C.T. ,,11608 Ventura Blvd.,Studio City,CA,,Restaurant,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
1302,C'Est La Vie,,11920 Ventura Blvd.,Studio City,CA,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing",Restaurant,,,,2/23/2020 6:58pm,2/23/2020 6:59pm,1975
276,C'Est La Vie,(Studio City),11920 Ventura Blvd.,Studio City,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,2/10/2020 5:46pm,2/25/2020 10:53am,1971
232,C'Est La Vie,,11920 Ventura Blvd.,Studio City,CA,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular",Restaurant,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
204,C'Est La Vie,,11920 Ventura Blvd.,Studio City,CA,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing",Restaurant,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
211,C'Est La Vie,,11920 Ventura Blvd.,Studio City,CA,"(S) - Shows - impersonators or record pantomime acts - often touristy.,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place."",(D) - Dancing",Restaurant,,,,7/23/2019 6:14pm,7/23/2019 9:36pm,1974
278,C'Est La Vie,"Baton Rouge (Studio City)
",11920 Ventura Blvd.,Studio City,CA,(S) - Shows - impersonators or record pantomime acts - often touristy,"Business,Bars/Clubs",,checked,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
227,C'est la Vie,Baton Rouge ,11920 Ventura Blvd. ,Studio City,CA,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
265,C'est La Vie - Baton Rouge,,11920 Ventura Blvd.,Studio City,CA,(S) - Shows - impersonators or record pantomime acts - often touristy,Business,,checked,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
1366,C'Est La Vie - Baton Rouge ,('Drags') (Liquor) ,11920 Ventura Blvd.,Studio City,CA,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,,2/2/2020 2:06am,2/25/2020 11:56am,1980
263,C'est La Vie-Baton Rouge,,11920 Ventura Boulevard ,Studio City,CA,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,checked,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
1175,Cabaret,,836 N. Highland,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,2/10/2020 2:30pm,2/10/2020 2:30pm,1975
86,Cabaret,,10638 Burbank,North Hollywood,CA,"""(R) - Restaurant, although not all places serving food are so indicated_""",Restaurant,,,,7/21/2019 12:44am,7/21/2019 7:47am,1968
109,Cabaret,,10638 Burbank,North Hollywood ,CA,,Bars/Clubs,,,,2/11/2020 3:59am,2/25/2020 10:52am,1969
103,Cabaret,,10638 Burbank ,North Hollywood ,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. _""",Restaurant,,,,7/22/2019 12:08am,7/22/2019 12:17am,1970
143,Cabaret ,"(N.Hollywood)
",10638 Burbank,Hollywood,CA,,Restaurant,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
94,Cabaret ,(Disco) ,333 La Cienega ,Hollywood,CA,"(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing",Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
115,Cabaret ,(Disco)(Was closed- may be changing name),333 South La Cienega Boulevard ,Hollywood,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(*) - Very popular",Bars/Clubs,,,,1/25/2020 6:14pm,2/25/2020 11:47am,1977
431,Cabaret- After Dark ,(Disco) ,936 Montgomery St. ,San Francisco,CA,"(*) - Very popular,(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(E) - Entertainment",Restaurant,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
237,Cabaret-After Dark,(Disco) (Adm charge.),936 Montgomery St.,San Francisco,CA,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing",Restaurant,,,,2/12/2020 12:14pm,2/26/2020 11:11am,1975
261,Cabbage Patch,at Dakota Rd.,35041 Fremont Blvd.,Fremont,CA,(M) - Mixed Crowds,Bars/Clubs,,,,,,1972
21,Cabbage Patch,,35041 Fremont Blvd.,Fremont,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
329,Cabin,,2629 Bayshore,San Francisco,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,,,1972
238,Caboara's,(Lunch only),161 California St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/12/2020 12:14pm,2/26/2020 11:11am,1975
208,Caesar's,Go go boys,12179 Ventura Blvd,Studio City,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy.,(*) - Very popular",Bars/Clubs,,,,7/23/2019 6:14pm,7/23/2019 11:34pm,1974
517,Cafe Biarritz,,391 Broadway,San Francisco,CA,"(PE) - Pretty elegant - jacket & tie may be required,(E) - Entertainment",Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
518,Cafe Flore,,2298 Markey St. ,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent",Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
507,Cafe Flore,,2298 Market St.,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent",Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1617,Cafe Flore,(Hip),2298 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/3/2020 5:45am,2/25/2020 11:56am,1980
519,Cafe San Marcos,,2367 Market St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
508,Cafe San Marcos,,2367 Market St. ,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1618,Cafe San Marcos,,2367 Market St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/3/2020 5:45am,2/25/2020 11:56am,1980
189,Calabrese's,,1533 Pacific Highway,San Diego,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/12/2020 11:40am,2/26/2020 11:11am,1975
378,Calabrese's ,,1533 Pacific Hwy. ,San Diego ,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/12/2020 9:03pm,2/25/2020 11:45am,1976
716,Californian Hotel,(4th floor),35 State St.,Santa Barbara,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/9/2020 2:56pm,2/25/2020 11:51am,1978
669,Californian Hotel ,(fourth floor) ,35 State Street ,Santa Barbara,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/5/2020 8:41pm,2/25/2020 11:47am,1977
722,Californian Hotel ,"(4th floor) 
",35 State St.,Santa Barbara,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
1868,Californian Hotel ,,35 State St.,Santa Barbara,CA,"(M) - Mixed Crowds - Some Straights,(WE) = Weekends",Hotels,,,,2/10/2020 11:22pm,2/25/2020 11:56am,1980
491,Call Board,,2430 Polk Street ,San Francisco,CA,,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
520,Call Board,,2430 Polk St.,San Francisco,CA,,Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
509,Call Board,,2430 Polk St.,San Francisco,CA,,Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
432,Call Board ,,2430 Polk St. ,San Francisco,CA,,Restaurant,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
251,Call Board Garden,,2430 Polk St. ,San Francisco,CA,,Restaurant,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
126,Calypso,"(after hours)
",5049 Newport ,Ocean Beach,CA,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
697,Camelot,,76 E. Santa Clara,San Jose,CA,(D) - Dancing,Bars/Clubs,,,,2/9/2020 2:56pm,2/25/2020 11:51am,1978
657,Camelot ,,76 E. Santa Clara ,San Jose,CA,(D) - Dancing,Bars/Clubs,,,,2/5/2020 8:41pm,2/25/2020 11:47am,1977
123,Cameo Club Cabaret,,4125 El Camino Real,Palo Alto,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,2/10/2020 12:14pm,2/26/2020 11:11am,1975
310,Cameo Club Cabaret ,,4125 El Camino Real ,Palo Alto ,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
1087,Camp Ground,,2329 San Pablo Ave.,Berkeley,CA,(*) - Very popular,Restaurant,,,,1/29/2020 2:00pm,1/29/2020 2:03pm,1975
,Camp Ground ,,2329 San Pablo Ave.,Berkeley,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,,,,,,1974
6,Camp Ground ,,2329 San Pablo Ave. ,Berkeley,CA,,Restaurant,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
330,Campus,(also (C) next door),1551 Mission,San Francisco,CA,(HIP) - Heads frequent,Bars/Clubs,,,,,,1972
252,"Campus, The",,1551 Mission St.,San Francisco,CA,,Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
19,Canal Street,,118 Main St. ,Chico,CA,"(HIP) - Heads frequent,(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types",Bars/Clubs,,checked,,1/26/2020 5:47pm,2/25/2020 11:51am,1978
18,Canal Street,,118 Main St.,Chico,CA,"(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent,(YC) - Young and/or collegiate types",Bars/Clubs,,,,1/23/2020 12:30pm,2/25/2020 11:55am,1979
15,Canal Street ,,118 Main Street ,Chico,CA,"(HIP) - Heads frequent,(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types",Bars/Clubs,,,,1/24/2020 10:45pm,2/25/2020 11:47am,1977
1082,Canal Street ,(Hip),118 Main St. ,Chico,CA,"(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(HIP) - Heads frequent",Bars/Clubs,,,,1/21/2020 12:58pm,2/25/2020 11:56am,1980
578,Candy Shop ,(some G) ,4340 Moorpark Ave. at Saratoga Ave. ,San Jose,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,,2/14/2020 11:32pm,2/25/2020 11:45am,1976
82,Canyon Club,,20421 W Callon Dr,Topanga Canyon,CA,"(P) - Private - make inquries locally as to admission policies_,(D) - Dancing_",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
99,Canyon Club,,20421 W. Callon Drive,Topanga Canyon,CA,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
202,Canyon Room,at Woodman,13625 Moorpark,Sherman Oaks,CA,,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
209,Canyon Room,,13625 Moorpark,Sherman Oaks,CA,"(D) - Dancing,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,,,,7/23/2019 6:14pm,7/23/2019 7:40pm,1974
263,Canyon Room,at Woodman,13625 Moorpark,Sherman Oaks,CA,(D) - Dancing,Restaurant,,,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
1365,Canyon Room,(liquor) at Woodman, 13625 Moorpark,Sherman Oaks,CA,(D) - Dancing,Bars/Clubs,,,,2/2/2020 2:05am,2/25/2020 11:56am,1980
225,Canyon Room ,,13625 Moorpark at Woodman,Sherman Oaks,CA,(D) - Dancing,Restaurant,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
261,Canyon Room ,,13625 Moorpark at Woodman,Sherman Oaks,CA,(D) - Dancing,Restaurant,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
1301,Capri,,6131 Vineland,North Hollywood,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/23/2020 6:25pm,2/23/2020 6:58pm,1975
66,Capri,,6131 Vineland,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
81,Capri,,6131 Vineland,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
87,Capri,,6131 Vineland,North Hollywood,CA,,Bars/Clubs,,,,7/21/2019 12:44am,7/21/2019 7:47am,1968
110,Capri,,6131 Vineland,North Hollywood ,CA,,Bars/Clubs,,,,2/11/2020 4:00am,2/25/2020 10:52am,1969
104,Capri,,6131 Vineland,North Hollywood ,CA,,Bars/Clubs,,,,7/22/2019 12:08am,7/22/2019 11:30am,1970
244,Capri,,1326 Grant St.,San Francisco,CA,(YC) - Young and/or collegiate types_,Bars/Clubs,,,,,,1970
253,Capri,,1326 Grant St. ,San Francisco,CA,"(YC) - Young and/or collegiate types,(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
144,Capri,,6131 Vineland ,Hollywood,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
214,Capri,Also (C) AFTER HOURS,6131 Vineland,North Hollywood ,CA,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
331,Capri,,1326 Grant St.,San Francisco,CA,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,,,1972
390,Capri,,1326 Grant St.,San Francisco,CA,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types",Bars/Clubs,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
203,Capri,(also (C) after hours),6131 Vineland,North Hollywood ,CA,,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
210,Capri,Also (C) after hours,6131 Vineland,North Hollywood ,CA,"""(C) - Coffee, soft drinks and sometimes snacks.""",Bars/Clubs,,,,7/23/2019 6:14pm,7/23/2019 11:34pm,1974
264,Capri,,6131 Vineland,North Hollywood ,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
277,Capri,(Also C-AH) (N.Hollywood),6131 Vineland,Hollywood,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1429,Capri,,207 N. Tremont,Oceanside,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/2/2020 11:59pm,2/25/2020 11:56am,1980
219,Capri ,,1326 Grant St,San Francisco,CA,(YC) - Young and/or collegiate types,Bars/Clubs,,,,2/17/2020 4:20am,2/25/2020 10:52am,1969
226,Capri ,,6131 Vineland ,North Hollywood ,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
262,Capri ,,6131 Vineland ,North Hollywood ,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
327,Capri Lounge,,207 No. Tremont,Oceanside,CA,(*) - Very popular,Bars/Clubs,,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
332,Capri Lounge,"(Liquor) (Open days)
",207 N. Tremont,Oceanside,CA,(*) - Very popular,Bars/Clubs,,,,1/28/2020 11:01pm,2/25/2020 11:55am,1979
286,Capri Lounge ,,207 N. Tremont ,Oceanside,CA,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:28pm,2/25/2020 11:45am,1976
327,Capri Lounge ,,207 N. Tremont,Oceanside,CA,(*) - Very popular,Bars/Clubs,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
5,Caprice,,3510 N Peck Rd,El Monte,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
5,Caprice,,3510 Peck Rd,El Monte,CA,(*) - Very popular,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
492,Captain's Gallery,,2241 Chestnut ,San Francisco,CA,,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
116,Captain's Lounge,,10783 W Pico,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 1:15am,7/21/2019 7:47am,1968
150,Captains Lounge ,,10783 W Pico Blvd,Los Angeles ,CA,,Bars/Clubs,,,,2/11/2020 4:17am,2/25/2020 10:52am,1969
521,Caracole,(Looks promising) at Market,3600 16th St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
510,Caracole ,"at Market
",3600 16th St. ,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
64,Caravan,,607 N. La Brea,Los Angeles ,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
522,Caravan Lodge,,601 Eddy St.,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
514,Caravan Lodge,,601 Eddy St.,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/2/2020 10:30pm,2/25/2020 11:55am,1979
1619,Caravan Lodge,,601 Eddy St.,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/3/2020 5:46am,2/25/2020 11:56am,1980
493,Cardi's ,(was closed- may be reopening) ,2166 Market Street ,San Francisco,CA,,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
62,Caribbean ,(Some SM) ,2129 Long Beach Blvd.,Long Beach,CA,,Bars/Clubs,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
54,Caribbean Room,,2129 Long Beach Blvd.,Long Beach,CA,,Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
