ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Year
539,South of the Slot ,,979 Folsom St. ,San Francisco,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations"",""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Hotels,,,,2/14/2020 11:32pm,2/25/2020 11:45am,1976
615,South of the Slot ,,979 Folsom Street ,San Francisco,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations"",""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Hotels,,,,2/5/2020 8:41pm,2/25/2020 11:47am,1977
1779,South of the Slot ,(Bath - like H) (Uniforms & other 'trips'),979 Folsom St.,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations"",""(FFA) - Final Faith of America, or ask your friendly SM Serviceman""","Baths,Hotels",,,,2/10/2020 9:16pm,2/25/2020 11:56am,1980
59,South Ses Bar ,,1401 S. Coast Hwy.,Laguna Beach ,CA,(*) - Very popular,Bars/Clubs,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
250,Southside Hotel,,241 6th St,San Francisco,CA,"""(H) - Hotel - motel, lodgings or other over night accommodations_""",Hotels,,,,2/18/2020 11:43pm,2/28/2020 10:17am,1965
38,Space Capsule,,5471 Santa Monica Blvd,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
38,Space Capsule,,5471 Santa Monica Blvd.,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
348,Spaghetti Factory,(touristy),478 Green St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/18/2020 2:26am,2/26/2020 11:11am,1975
56,Spartan Baths,,5613 Hollywood,Los Angeles ,CA,,Baths,,,,7/21/2019 11:51pm,7/21/2019 11:56pm,1970
83,Spartan Baths,,5613 Hollywood Blvd.,Los Angeles ,CA,,Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
98,Spartan Baths,,5613 Hollywood Blvd.,Los Angeles ,CA,,Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
130,Spartan Spa Baths,,5613 Hollywood Blvd.,Hollywood,CA,(M) - Mixed Crowds - Some Straights,Baths,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
130,Spartan Spa Baths,,5613 Hollywood Blvd.,Los Angeles ,CA,(M) - Mixed Crowds,Baths,,,,7/23/2019 4:47pm,7/23/2019 6:15pm,1974
175,Spartan Spa Steam Baths,,55613 Hollywood Boulevard,Hollywood,CA,,Baths,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
189,Spartan Spa Steam Baths,,5613 Hollywood Blvd.,Hollywood,CA,,Baths,,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
202,Spartan Spa Steam Baths,,5613 Hollywood Bl.,Hollywood,CA,,Baths,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1283,Spartan Spa Steam Baths,,5613 Hollywood Blvd.,Hollywood,CA,(*) - Very popular,Baths,,,,1/28/2020 1:28am,2/25/2020 11:56am,1980
155,Spartan Spa Steam Baths ,,5613 Hollywood Bl.,Hollywood,CA,,Baths,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
647,Spartan Theatre,,150 Mason St.,San Francisco,CA,,Theatre,,,,2/4/2020 8:50pm,2/25/2020 11:51am,1978
641,Spartan Theatre,,150 Mason St.,San Francisco,CA,,Theatre,,,,2/4/2020 1:17pm,2/25/2020 11:55am,1979
1780,Spartan Theatre,,150 Mason St.,San Francisco,CA,,Theatre,,,,2/10/2020 9:16pm,2/25/2020 11:56am,1980
190,Spat's,(Closed Mon.),8265 Santa Monica Blvd.,Hollywood,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
176,Spat's ,(looks promising) ,8265 Santa Monica Blvd.,Hollywood,CA,,Restaurant,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
131,Speak 39,,1651 Cahuenga,Hollywood,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
131,Speak 39,,1651 N. Cahuenga,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,7/23/2019 4:47pm,7/23/2019 6:15pm,1974
87,Speakeasy,,206 E. Franklin,Monterey,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/10/2020 11:25am,2/26/2020 11:11am,1975
273,Speakeasy,,2742 17th St,San Francisco,CA,,Bars/Clubs,,,,2/17/2020 5:07am,2/25/2020 10:52am,1969
296,Speakeasy,,2742 17th St.,San Francisco,CA,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows._"",(*) - Very popular_",Bars/Clubs,,,,,,1970
393,Speakeasy,,2742 17th St.,San Francisco,CA,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows."",(*) - Very popular",Restaurant,,,,,,1972
270,Speakeasy ,,206 E. Franklin ,Monterey,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/7/2020 11:28pm,2/25/2020 11:45am,1976
191,Spike Bar,(Looks promising),7746 Santa Monica Blvd.,Hollywood,CA,(W) - Western or coyboy types,Bars/Clubs,,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
203,Spike Bar,"(Some W, SM, FFA) (Patio) (Cruisy)",7746 Santa Monica Blvd.,Hollywood,CA,"(*) - Very popular,(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",Cruisy Area",Cruising Areas,,,check this one out,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1284,Spike Bar,"(Patio) (D.J. but no D) (Some W, SM FFA) (Cruisy)",7746 Santa Monica Blvd.,Hollywood,CA,"(*) - Very popular,(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",Cruisy Area",Bars/Clubs,,,,1/28/2020 1:31am,2/25/2020 11:56am,1980
1230,Spotlight,,1601 N. Cahuenga,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/23/2020 5:04pm,2/23/2020 5:25pm,1975
39,Spotlight,,1527 N. Vine St,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
39,Spotlight,,N Vine St,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
56,Spotlight,,1527 N. Vine St.,Hollywood,CA,,Bars/Clubs,,,,2/11/2020 12:57am,2/25/2020 10:52am,1969
57,Spotlight,,1527 N. Vine St.,Los Angeles ,CA,,Bars/Clubs,,,,7/21/2019 11:51pm,7/21/2019 11:57pm,1970
99,Spotlight,,1601 N. Cahuenga,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
132,Spotlight,,1601 N. Cahuenga,Hollywood,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
132,Spotlight,,1601 N. Cahuenga,Los Angeles ,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,7/23/2019 4:47pm,7/23/2019 6:15pm,1974
177,Spotlight,,1601 N. Cahuenga,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
204,Spotlight,(HOT-AYOR),1601 N. Cahuenga,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1285,Spotlight,,1601 N. Cahuenga,Hollywood,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,1/28/2020 1:32am,2/25/2020 11:56am,1980
84,Spotlight ,(also (C) after hrs),7832 Santa Monica Blvd,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
156,Spotlight ,,1601 N. Cahuenga ,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
192,Spotlight ,,1601 Cahuenga,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
133,St Genesius,,8795 Sunset ,Los Angeles,CA,"""(R) - Restaurant, although not all places serving food are so indicated_""",Restaurant,,,,7/21/2019 1:25am,7/21/2019 7:47am,1968
96,St. Genesius,,8204 Beverly Blvd.,Los Angeles,CA,"""(R) - Restaurant, although not all places serving food are indicated_""",Restaurant,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
112,St. Genesius,,8795 Sunset Blvd,West Hollywood,CA,,Restaurant,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
169,St. Genesius,,8795 Sunset Blvd,Hollywood,CA,,Restaurant,,,,2/17/2020 2:10am,2/25/2020 10:52am,1969
1089,St. Procopius Orthodox Catholic Church,,1901 8th St.,Berkeley,CA,,Church,,,,1/29/2020 2:17pm,1/29/2020 2:18pm,1975
,St. Procopius Orthodox Catholic Church,,1901 8th St.,Berkeley,CA,,Church,,,,,,1974
524,Stable,,16575 Pacific Coast Hwy.,Sunset Beach,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/17/2020 4:35pm,2/25/2020 11:41am,1973
224,Stables,,11112 Magnolia Blvd.,North Hollywood ,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
343,Stables,,16575 Pacific Coast Hwy,Sunset Beach,CA,(*) - Very popular,Bars/Clubs,,,,7/24/2019 1:55pm,7/24/2019 1:58pm,1974
1394,Stables,(Looks promising) ,11725 Victory,North Hollywood ,CA,(W) - Western or coyboy types,Bars/Clubs,,,,2/2/2020 3:03am,2/25/2020 11:56am,1980
703,Stadium Liquors,,356 Keyes St.,San Jose,CA,,Bars/Clubs,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
1844,Stadium Liquors ,,356 Keyes St.,San Jose,CA,,Bars/Clubs,,,,2/10/2020 10:58pm,2/25/2020 11:56am,1980
1189,Stag,,5873 N. Atlantic Ave.,Long Beach,CA,,Bars/Clubs,,checked,,1/27/2020 2:10am,2/25/2020 11:56am,1980
9,Stage Door,,12792 Brookhurst,Garden Grove,CA,(*) - Very popular,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
77,Stage Door,,1228 W 6th St,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 12:44am,7/21/2019 7:47am,1968
98,Stage Door ,,1228 W 6th St.,Los Angeles ,CA,,Bars/Clubs,,,,2/11/2020 3:56am,2/25/2020 10:52am,1969
348,Stage One ,(Beer & wine),67-990 Hwy 111,Palm Springs,CA,,"Restaurant,Bars/Clubs",,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
133,Stagecoach,,1626 N. Cahuenga,Hollywood,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
114,Stallion,,5823 No. Atlantic Blvd.,Long Beach,CA,"(W) - Western or coyboy types,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,1/26/2020 7:50pm,2/25/2020 11:51am,1978
120,Stallion,(WE*),5823 N. Atlantic Bl.,Long Beach,CA,"(W) - Western or coyboy types,(WE) - Weekends,(*) - Very popular",Bars/Clubs,,,,1/23/2020 11:05pm,2/25/2020 11:55am,1979
1190,Stallion,,5823 N. Atlantic Ave.,Long Beach,CA,"(W) - Western or coyboy types,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,1/27/2020 2:10am,2/25/2020 11:56am,1980
97,Stallion ,,5823 N. Atlantic Ave. ,Long Beach,CA,"(W) - Western or coyboy types,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,1/25/2020 6:14pm,2/25/2020 11:47am,1977
58,Stampede,Also (C) after hours,7832 Santa Monica Blvd.,Los Angeles ,CA,"(YC) - Young and/or collegiate types_,(*) - Very popular_",Bars/Clubs,,,,7/21/2019 11:51pm,7/21/2019 11:57pm,1970
85,Stampede,,7832 Santa Monica Blvd.,Los Angeles ,CA,"(YC) - Young and/or collegiate types,(*) - Very popular,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
134,Stampede,(also (C) after hours),7832 Santa Monica Blvd.,Hollywood,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
59,Stampede ,,7832 Santa Monica,Hollywood,CA,"(*) - Very popular,(YC) - Young and/or collegiate types",Bars/Clubs,,,,2/11/2020 1:06am,2/25/2020 10:52am,1969
388,Star Movie,,1214 'K' St.,Sacramento ,CA,,"Business,Theatre",,checked,,2/4/2020 12:16am,2/25/2020 11:51am,1978
33,Star Room,,1211 N Vine,Los Angeles,CA,"""(M) - Mixed, and/or tourists_""",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
40,Star Room,,1211 N. Vine St,Los Angeles,CA,(M) - Mixed Crowds,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
40,Star Room,,1211 N Vine St,Los Angeles,CA,(M) - Mixed crowd and/or tourists_,Bars/Clubs,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
60,Star Room,,1211 N Vine St.,Hollywood,CA,,Bars/Clubs,,,,2/11/2020 1:07am,2/25/2020 10:52am,1969
60,Star Room,,1271 N. Vine St.,Los Angeles ,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. _""",Restaurant,,,,7/21/2019 11:55pm,7/21/2019 11:59pm,1970
86,Star Room,,1271 N. Vine St.,Los Angeles ,CA,,Restaurant,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
130,Star Room,,12707 S. Main St.,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
100,Star Room,,1271 N. Vine St.,Los Angeles ,CA,,Restaurant,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
147,Star Room,,12707 S. Main St. ,Los Angeles ,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
135,Star Room,,1271 N. Vine St.,Hollywood,CA,,Restaurant,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
187,Star Room,,12707 S. Main St.,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
188,Star Room,,12707 S. Main St.,Los Angeles ,CA,,Bars/Clubs,,,,7/23/2019 6:13pm,7/23/2019 7:31pm,1974
133,Star Room (Kay's),,1271 N. Vine St.,Los Angeles ,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,,,,7/23/2019 4:47pm,7/23/2019 6:15pm,1974
414,Star Theatre,1214 'K' St. Mall,1214 St. Mall,Sacramento ,CA,,Theatre,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
1515,Star Theatre,,1214 K St. Mall,Sacramento ,CA,,Theatre,,,,2/3/2020 4:02am,2/25/2020 11:56am,1980
405,Stardust Room,(liquor),5609 Freeport Blvd. at Fruitridge,Sacramento ,CA,"(E) - Entertainment,(*) - Very popular",Restaurant,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
642,Starlight Room,,1121 Market St.,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/4/2020 1:17pm,2/25/2020 11:55am,1979
1782,Starlight Room,,1121 Market St.,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/10/2020 9:17pm,2/25/2020 11:56am,1980
12,Steam Works,(Baths) 1 block off University Ave.,2107 4th St.,Berkeley,CA,(*) - Very popular,Baths,,,,1/26/2020 5:37pm,2/25/2020 11:51am,1978
12,Steam Works,"(Baths) 1 Block off University Ave
",2107 4th St.,Berkeley,CA,(*) - Very popular,Baths,,,,1/23/2020 12:30pm,2/25/2020 11:55am,1979
1516,Steam Works,"(M on Sun., Mon., Thurs.) (Jacuzzi, pool) (Baths)",2251 5th St.,Sacramento ,CA,(*) - Very popular,Baths,,,,2/3/2020 4:02am,2/25/2020 11:56am,1980
1077,Steam Works,(Baths) 1 block off University Ave.,2107 4th St. ,Berkeley,CA,(*) - Very popular,Baths,,,,1/21/2020 12:58pm,2/25/2020 11:56am,1980
11,Steam Works ,"1 block off University Avenue
",2107 4th Street ,Berkeley,CA,(*) - Very popular,Baths,,,,1/24/2020 10:45pm,2/25/2020 11:47am,1977
415,Steamworks,"(Baths)
",2551 5th St.,Sacramento ,CA,(*) - Very popular,Baths,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
228,Stephen,(Thur-Sun),663 Laurel,San Carlos,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
318,Stephen's ,(Thur. - Sun. only),663 Laurel,San Carlos,CA,(M) - Mixed Crowds,Restaurant,,,,,,1972
343,Stephen's Lounge ,,633 Laurel,San Carlos,CA,,Bars/Clubs,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
389,Steve's Health & Social Club,(Baths),2551 5th St.,Sacramento ,CA,(*) - Very popular,Baths,,,,2/4/2020 12:16am,2/25/2020 11:51am,1978
406,Steve's Health and Social Club ,(baths),2551 Fifith Street ,Sacramento ,CA,,Baths,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
643,Stop,(Deli),631 Larkin St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/4/2020 1:17pm,2/25/2020 11:55am,1979
1783,Stop ,(Deli),631 Larkin St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/10/2020 9:17pm,2/25/2020 11:56am,1980
178,Stopover,,5903 Hollywood Blvd.,Hollywood,CA,"(PT) - Pool Table,(D) - Dancing",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
193,Stopover,,5903 Hollywood Blvd.,Hollywood,CA,"(PT) - Pool Table,(D) - Dancing",Bars/Clubs,,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
205,Stopover,(May be closing),5903 Hollywood Blvd.,Hollywood,CA,"(PT) - Pool Table,(D) - Dancing",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1286,Stopover,,5903 Hollywood Blvd.,Hollywood,CA,"(PT) - Pool Table,(D) - Dancing",Bars/Clubs,,,,1/28/2020 1:34am,2/25/2020 11:56am,1980
157,Stopover ,,5903 Hollywood Blvd.,Hollywood,CA,(W) - Western or coyboy types,Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
294,Store,,10937 Burbank Blvd.,North Hollywood ,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
305,Store,(N. Hollywood),10937 Burbank Blvd.,Hollywood,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,1/28/2020 11:01pm,2/25/2020 11:55am,1979
252,Store ,,10937 Burbank Blvd. ,North Hollywood ,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:28pm,2/25/2020 11:45am,1976
291,Store ,,10937 Burbank Blvd,North Hollywood ,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
1395,Store ,(Liquor),10937 Burbank Blvd.,North Hollywood ,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,2/2/2020 3:03am,2/25/2020 11:56am,1980
292,Stowaway ,(G only) ,10608 Ventura Boulevard ,Sherman Oaks,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
1231,Stud,(Liquor too - this could be a winner),4216 melrose Ave.,Hollywood,CA,(W) - Western or coyboy types,Bars/Clubs,,,,2/23/2020 5:04pm,2/23/2020 5:26pm,1975
349,Stud,(Heavy Hip),1535 Folsom St.,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/18/2020 2:26am,2/26/2020 11:11am,1975
209,Stud,,1535 Folsom ,San Francisco,CA,,Bars/Clubs,,,,2/19/2020 1:12am,2/25/2020 10:51am,1966
274,Stud,,1535 Folsom,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/17/2020 5:07am,2/25/2020 10:52am,1969
297,Stud,,1535 Folsom St.,San Francisco,CA,(*) - Very popular_,Bars/Clubs,,,,,,1970
245,Stud,,3913 W. Olive,Burbank,CA,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows."",(W) - Western or cowboy types",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
395,Stud,,1535 Folsom St.,San Francisco,CA,"(HIP) - Heads frequent,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,,,1972
158,Stud,(Some SM) (also 'Meat Rack') (Patio R) ,4216 Melrose Ave.,Hollywood,CA,(W) - Western or coyboy types,"Bars/Clubs,Restaurant",,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
616,Stud,(heavy HIP),1535 Folsom St.,San Francisco,CA,"(HIP) - Heads frequent,(D) - Dancing,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,2/5/2020 8:41pm,2/25/2020 11:47am,1977
179,Stud,(Some FFA) (Patio & Sunday brunch) ,4216 Melrose Ave. ,Hollywood,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
648,Stud,(Heavy Hip),1535 Folsom St.,San Francisco,CA,"(HIP) - Heads frequent,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/4/2020 8:50pm,2/25/2020 11:51am,1978
206,Stud,"(Some W, SM, FFA) (Uniforms) (Patio-good Sun. afternoons)",4216 Melrose Ave.,Hollywood,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
644,Stud,"(Heavy Hip)
",1535 Folsom St.,San Francisco,CA,"(HIP) - Heads frequent,(D) - Dancing,(*) - Very popular",Restaurant,,,,2/4/2020 1:17pm,2/25/2020 11:55am,1979
1287,Stud,(Patio - good Sun. afternoons) ,4216 Melrose Ave.,Hollywood,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Bars/Clubs,,,,1/28/2020 1:44am,2/25/2020 11:56am,1980
,Stud ,,1535 Folsom,San Francisco,CA,,Bars/Clubs,,,,,,1968
463,Stud ,,1535 Folsom St.,San Francisco,CA,"(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,,,,2/17/2020 3:45pm,2/25/2020 11:41am,1973
540,Stud ,(Heavy - HIP) ,1535 Folsom St. ,San Francisco,CA,,Bars/Clubs,,,,2/14/2020 11:32pm,2/25/2020 11:45am,1976
194,Stud ,"(Some W, SM, FFA) (Patio & Sunday brunch) (Uniforms)",4216 Melrose Ave.,Hollywood,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular","Bars/Clubs,Restaurant",,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
1784,Stud ,(Heavy hip) ,1535 Folsom St.,San Francisco,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/10/2020 9:18pm,2/25/2020 11:56am,1980
1339,Stud Two,"(Some Latins, SM)",3073 Sunset Blvd.,Silver Lake,CA,(D) - Dancing,Bars/Clubs,,,,2/1/2020 8:06pm,2/25/2020 11:56am,1980
1571,Studio All Male Theatre,,610 5th Ave.,San Diego ,CA,,Theatre,,,,2/3/2020 4:55am,2/25/2020 11:56am,1980
78,Studio One,,3365 Barham Blvd.,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
180,Studio One,(Disco) (L.A.'s 'top' 'super bar') (between Melrose and Santa Monica Boulevard) ,625 La Peer,Hollywood,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(E) - Entertainment,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
195,Studio One,(Disco) (L.A.'s 'top' super bar) between Melrose and Santa Monica Blvd.,562 La Peer,Hollywood,CA,"(D) - Dancing,(E) - Entertainment,(*) - Very popular","Bars/Clubs,Restaurant",,,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
159,Studio One ,(Disco) (upstairs) Betw. Melrose & Santa Monica ,652 La Peer ,Hollywood,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Restaurant,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
1232,Study,,1723 N. Western,Hollywood,CA,,Bars/Clubs,,,,2/23/2020 5:04pm,2/23/2020 5:26pm,1975
160,Study,,1723 N. Western Ave.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
181,Study,,1723 North Western Avenue,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
196,Study,,1723 No. Western Ave. ,Hollywood,CA,(*) - Very popular,Bars/Clubs,,checked,,1/26/2020 9:04pm,2/25/2020 11:51am,1978
208,Study,(Open days),1723 N. Western Ave.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,checked,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1289,Study,(open days),1723 N. Western Ave.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,1/28/2020 1:49am,2/25/2020 11:56am,1980
298,Stutter's Mill,(closed Sundays),315 Bush St.,San Francisco,CA,"(PE) - Pretty elegant - jacket & tie may be required_,(*) - Very popular_",Bars/Clubs,,,,,,1970
472,Suds Up,,1813 Adams Ave.,San Diego ,CA,,Bars/Clubs,,checked,,2/4/2020 12:58am,2/25/2020 11:51am,1978
134,Sugar Shack,,5963 W Washington Blvd,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 1:25am,7/21/2019 7:47am,1968
170,Sugar Shack,,5963 W Washington,Los Angeles ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/17/2020 2:11am,2/25/2020 10:52am,1969
295,Sugar Shack,('Teenie-boppers') (Having licensing problems- status uncertain),12458 Magnolia,North Hollywood ,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,checked,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
