ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
1201,Blue Moon Cafe,,1228 Acushnet St.,New Bedford,,Restaurant,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1202,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1206,Crown & Anchor,,247 Commercial St.,Provincetown,(*),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1208,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1209,Town House,,291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1211,Blake's,(may be closed),177 State,Springfield,,Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1216,Jacques',,87 Broadway,Boston,(*),Bars/Clubs,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1218,Le Place ,,178 Tremont Pl,Boston,,,1966,,checked,,3/31/2020 7:52pm,3/31/2020 8:19pm
1219,Lundin Turkish Baths,,20 Carver Pl,Boston,,Baths,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1220,Napoleon Club,,52 Piedmont,Boston,"(*),(PE)",Bars/Clubs,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1221,Playland,,21 Essex ,Boston,(RT),Bars/Clubs,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1222,Post House,(Greyhound Term),10 St. James ,Boston,(M),Bars/Clubs,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1223,Punch Bowl,,236 Stuart,Boston,(*),Bars/Clubs,1966,,,,3/31/2020 7:52pm,3/31/2020 8:19pm
1224,Sevens,,77 Charles St,Boston,(RT),Bars/Clubs,1966,,,,3/31/2020 8:11pm,3/31/2020 8:19pm
1227,Twelve Carver,,12 Carver Pl.,Boston,,"Bars/Clubs,Restaurant,Book Store",1966,,,,3/31/2020 8:11pm,3/31/2020 8:19pm
1228,Upstairs Kerry Village,,116 Broadway,Boston,(D),Bars/Clubs,1966,,,,3/31/2020 8:11pm,3/31/2020 8:22pm
1229,Club Casablanca,,40 Brattle St.,Cambridge,(M),Bars/Clubs,1966,,,,3/31/2020 8:11pm,3/31/2020 8:19pm
1230,Yard of Ale,,9 Brattle St,Cambridge,(M),Bars/Clubs,1966,,,,3/31/2020 8:11pm,3/31/2020 8:19pm
1232,Blue Moon Cafe,,1228 Acushnet St.,New Bedford,,Restaurant,1966,,,,3/31/2020 8:12pm,3/31/2020 8:19pm
1233,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1966,,,,3/31/2020 8:12pm,3/31/2020 8:19pm
1238,Crown & Anchor,,247 Commercial St.,Provincetown,(*),Bars/Clubs,1966,,,,3/31/2020 8:12pm,3/31/2020 8:19pm
1240,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1966,,,,3/31/2020 8:12pm,3/31/2020 8:19pm
1241,Town House,,291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1966,,,,3/31/2020 8:12pm,3/31/2020 8:19pm
1246,Jacques',,87 Broadway,Boston,(*),Bars/Clubs,1965,,,,3/31/2020 8:12pm,3/31/2020 8:26pm
1247,Le Place ,,178 Tremont Pl,Boston,,,1965,,checked,,3/31/2020 8:12pm,3/31/2020 8:26pm
1248,Lundin Turkish Baths,,20 Carver Pl,Boston,,Baths,1965,,,,3/31/2020 8:12pm,3/31/2020 8:26pm
1250,Napoleon Club,,52 Piedmont,Boston,"(*),(PE)",Bars/Clubs,1965,,,,3/31/2020 8:12pm,3/31/2020 8:26pm
1252,Playland,,21 Essex ,Boston,(RT),Bars/Clubs,1965,,,,3/31/2020 8:22pm,3/31/2020 8:26pm
1253,Punch Bowl,,236 Stuart,Boston,(*),Bars/Clubs,1965,,,,3/31/2020 8:22pm,3/31/2020 8:26pm
1254,Sevens,,77 Charles St,Boston,(RT),Bars/Clubs,1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1255,Sporters,Cambridge & Irving,,Boston,(*),Bars/Clubs,1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1256,Twelve Carver,,12 Carver Pl.,Boston,,"Bars/Clubs,Restaurant,Book Store",1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1257,Club Casablanca,,40 Brattle St.,Cambridge,(PE),Bars/Clubs,1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1260,Crown & Anchor,,247 Commercial St.,Provincetown,(*),Bars/Clubs,1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1261,Ranch,,198 Commercial St.,Provincetown,(H),Hotels,1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1262,Town House,,291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1965,,,,3/31/2020 8:23pm,3/31/2020 8:26pm
1263,,,,,,,,,,,3/31/2020 8:23pm,
1264,,,,,,,,,,,3/31/2020 8:23pm,
1265,,,,,,,,,,,3/31/2020 8:23pm,
1266,,,,,,,,,,,3/31/2020 8:23pm,
1267,,,,,,,,,,,3/31/2020 8:23pm,
1268,,,,,,,,,,,3/31/2020 8:23pm,
