"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address","ID"
"Ashford Ave.","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0316"
"Beach betw. Sands & Sheraton Hotels","","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0317"
"Calle San Francisco","","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0318"
"Calle San Jose","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0319"
"Page Two","Calle Forteleza & Calle Tanca","","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1974,"",", ",-66.114229,18.465311,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0320"
"Plaza Colon","bus stop","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0321"
"Rialto Theatre","balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1974,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0322"
"Y.M.C.A.","Ave. Ponce de Leon","","San Juan","PR","(H),(*)","Hotels",1974,"",", ",-66.062757,18.436037,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0323"
"El Refugio del India","Avenida Fernand Juncos opp. Regency Theatre","","Condado","PR","","Bars/Clubs",1974,"approximate location",", ",-66.068644,18.443125,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0324"
"Hotel Lindomar","On Condado Ave. on 'the beach'","","Condado","PR","(M),(H)","Hotels",1974,"approximate location",", ",-66.070888,18.457061,"unclear_coded_by_hand","Verified Location",NA,"1974-PR-0325"
"Caricatura Bar","Near Plaza Hotel","","Mayaguez","PR","","Bars/Clubs",1975,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-PR-0326"
"Ashford Ave.","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0327"
"Beach betw. Sands & Sheraton Hotels","","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0328"
"Calle San Francisco","","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0329"
"Calle San Jose","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0330"
"Plaza Colon","Bus Stop","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0331"
"Rialto Theatre","balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1975,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0332"
"The Oscar","(Some Natives) San Jorge at top of hill near Ponce de Leon","","San Juan","PR","(D),(*)","Bars/Clubs",1975,"",", ",-66.064049,18.442339,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-PR-0333"
"Upstairs - Opposite Hyatt La Concha Hotel","(Looks promising)","","Condado","PR","","Bars/Clubs",1975,"",", ",-66.071632,18.456074,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-PR-0334"
"Kiki Pu Bar","5 blocks from Plaza Colon","","Mayaguez","PR","","Bars/Clubs",1976,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-PR-0335"
"Plaza Colon","by City Hall","","Mayaguez","PR","Cruisy Area","Cruising Areas",1976,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0336"
"San Vicente Theatre","balcony","","Mayaguez","PR","Cruisy Area","Cruising Areas",1976,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-PR-0337"
"Off the main plaza nr. the Cathedral","","","Ponce","PR","Cruisy Area","Cruising Areas",1976,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0338"
"Texan Motel & Bar","Inquire locally","","Ponce","PR","(M)","Bars/Clubs",1976,"",", ",-66.614062,18.011077,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-PR-0339"
"Boccachio","(G & natives only)","","Hato Ray","PR","(G),(*)","Bars/Clubs",1976,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-PR-0340"
"Ashford Ave.","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1976,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0341"
"Calle San Francisco","","","San Juan","PR","Cruisy Area","Cruising Areas",1976,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0342"
"Calle San Jose","'Hustlers'","","San Juan","PR","Cruisy Area","Cruising Areas",1976,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0343"
"Plaza Colon","Bus stop","","San Juan","PR","Cruisy Area","Cruising Areas",1976,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0344"
"Rialto Theatre","balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1976,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0345"
"El Refugio del Indio","(Latins) Avenida Fernandez Juncos, opp. Regency Theatre","","Condado","PR","(RT),(*)","Bars/Clubs",1976,"approximate location",", ",-66.068644,18.443125,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0346"
"Plaza Colon","by City Hall","","Mayaguez","PR","Cruisy Area","Cruising Areas",1977,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0347"
"San Vicente Theatre","balcony","","Mayaguez","PR","Cruisy Area","Cruising Areas",1977,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0348"
"Off Main Plaza nr. the Cathedral","","","Ponce","PR","Cruisy Area","Cruising Areas",1977,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0349"
"Texan Motel & Bar","Inquire locally","","Ponce","PR","(M)","Bars/Clubs",1977,"",", ",-66.614062,18.011077,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0350"
"Boccachio","(Natives only)","","Hato Ray","PR","(G),(*)","Bars/Clubs",1977,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0351"
"Ashford Avenue","(Hustlers)","","San Juan","PR","Cruisy Area","Cruising Areas",1977,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0352"
"Calle San Francisco","","","San Juan","PR","Cruisy Area","Cruising Areas",1977,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0353"
"Condado Beach","between Sheraton & Hyatt La Concha Hotels","","San Juan","PR","Cruisy Area","Cruising Areas",1977,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0354"
"Manny's","Moved to a new location on Calle San Sebastian","","San Juan","PR","(M),(R)","Restaurant",1977,"",", ",-66.117344,18.467321,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0355"
"Plaza Colon","Bus Stop","","San Juan","PR","Cruisy Area","Cruising Areas",1977,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0356"
"Rialto Theatre","Balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1977,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0357"
"Ashford Ave.","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1978,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1978-PR-0358"
"Calle San Francisco","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1978,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1978-PR-0359"
"Calle San Jose","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1978,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1978-PR-0360"
"Condado Beach","betw. Sheraton & Hyatt La Concha Hotels ('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1978,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Verified Location",NA,"1978-PR-0361"
"Rialto Theatre","Balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1978,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1978-PR-0362"
"Plaza Colon","by City Hall","","Mayaguez","PR","Cruisy Area","Cruising Areas",1979,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0363"
"San Vicente Theatre","balcony","","Mayaguez","PR","Cruisy Area","Cruising Areas",1979,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-PR-0364"
"Off Main Plaza nr. Cathedral","","","Ponce","PR","Cruisy Area","Cruising Areas",1979,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0365"
"Boccachio","(Natives only)","","Hato Ray","PR","(G)","Bars/Clubs",1979,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-PR-0366"
"Ashford Ave.","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0367"
"Calle San Francisco","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0368"
"Calle San Jose","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0369"
"Rialto Theatre","balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0370"
"U. of Puerto Rico","Library (2nd floor T-Room)","","San Juan","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.050041,18.402809,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0371"
"Y.M.C.A.","905 Ponce de Leon","","San Juan","PR","(M),(H)","Hotels",1979,"",", ",-66.062757,18.436037,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0372"
"Condado Beach","betw. Sheraton & Hyatt La Concha Hotels","","Condado","PR","Cruisy Area","Cruising Areas",1979,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0373"
"Plaza Colon","by City Hall","","Mayaguez","PR","Cruisy Area","Cruising Areas",1980,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0374"
"San Vicente Theatre","balcony","","Mayaguez","PR","Cruisy Area","Cruising Areas",1980,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1980-PR-0375"
"Off Main Plaza nr. Cathedral","","","Ponce","PR","Cruisy Area","Cruising Areas",1980,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0376"
"Boccachio","(Natives only)","","Hato Ray","PR","(L)","Bars/Clubs",1980,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1980-PR-0377"
"Ashford Ave.","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0378"
"Calle San Francisco","","","San Juan","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0379"
"Calle San Jose","('Hustlers')","","San Juan","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0380"
"Rialto Theatre","balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0381"
"U. of Puerto Rico","Library (2nd floor T-Room)","","San Juan","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.050041,18.402809,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0382"
"Condado Beach","betw. Sheraton & Hyatt, La Concha Hotels","","Condado","PR","Cruisy Area","Cruising Areas",1980,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0383"
